timestamp,open,high,low,close,volume
2024-09-26,63131.13000000,65865.00000000,62652.99000000,65177.21000000,12789.85035505
2024-09-25,64272.93000000,64811.00000000,62932.80000000,63130.89000000,5909.09510453
2024-09-24,63338.85000000,64700.00000000,62689.15000000,64272.93000000,8933.46473574
2024-09-23,63580.39000000,64739.67000000,62566.28000000,63338.87000000,7014.74459935
2024-09-22,63362.74000000,64000.00000000,62380.55000000,63577.66000000,2882.23419820
2024-09-21,63210.94000000,63575.63000000,62755.00000000,63362.74000000,1960.85712028
2024-09-20,62956.04000000,64140.67000000,62340.00000000,63210.69000000,10636.10828090
2024-09-19,61770.38000000,63891.82000000,61569.16000000,62960.14000000,15075.86835522
2024-09-18,60317.38000000,61800.00000000,59174.50000000,61769.18000000,11471.50683029
2024-09-17,58209.76000000,61373.41000000,57620.27000000,60312.60000000,11701.89074715
2024-09-16,59122.70000000,59214.15000000,57477.00000000,58208.75000000,7654.10991835
2024-09-15,60012.34000000,60402.34000000,58695.75000000,59122.33000000,3975.35681850
2024-09-14,60543.35000000,60660.00000000,59436.80000000,60012.35000000,3147.39019631
2024-09-13,58137.33000000,60670.00000000,57630.01000000,60543.35000000,11935.95544754
2024-09-12,57352.92000000,58600.00000000,57311.15000000,58137.54000000,10175.62390483
2024-09-11,57641.15000000,58014.35000000,55534.41000000,57352.79000000,11678.94297124
2024-09-10,57047.82000000,58050.35000000,56377.76000000,57645.59000000,6433.21371111
2024-09-09,54881.10000000,58119.97000000,54565.56000000,57053.90000000,10203.03329517
2024-09-08,54159.60000000,55315.95000000,53623.95000000,54881.11000000,3684.86816392
2024-09-07,53950.00000000,54847.00000000,53733.10000000,54156.33000000,3284.57722628
2024-09-06,56156.82000000,56995.00000000,52530.00000000,53950.01000000,18495.45064356
